date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,165,Call,27,29.7,0.2587,0.9554,0.0047,-0.0237,0.0614,0.209
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,165,Put,0.3,0.32,0.2587,-0.0404,0.0047,-0.0156,0.0614,-0.0108
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,170,Call,23.95,24.4,0.2494,0.9266,0.0075,-0.0318,0.0942,0.2078
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,170,Put,0.46,0.49,0.2398,-0.0621,0.0072,-0.0204,0.0882,-0.0156
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,175,Call,19.2,19.7,0.2263,0.8944,0.011,-0.0371,0.1253,0.2058
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,175,Put,0.73,0.81,0.2238,-0.0991,0.011,-0.027,0.1306,-0.0245
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,180,Call,14.85,15.2,0.2132,0.8339,0.0162,-0.0457,0.1733,0.1961
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,180,Put,1.26,1.35,0.2109,-0.1602,0.0164,-0.0351,0.1791,-0.039
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,185,Call,10.75,11.15,0.2012,0.7442,0.0223,-0.0538,0.2252,0.1783
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,185,Put,2.03,2.28,0.1973,-0.2498,0.0229,-0.0423,0.2308,-0.0593
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,190,Call,7.55,7.6,0.1973,0.6188,0.0271,-0.0604,0.268,0.1503
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,190,Put,3.7,3.85,0.1944,-0.3798,0.028,-0.0489,0.2678,-0.087
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,195,Call,4.65,4.85,0.189,0.4758,0.0296,-0.0593,0.2807,0.117
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,195,Put,5.75,6.2,0.1874,-0.5278,0.0307,-0.0478,0.2798,-0.1129
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,200,Call,2.8,2.88,0.188,0.3344,0.0272,-0.053,0.257,0.0829
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,200,Put,9,9.7,0.1971,-0.6642,0.0273,-0.0447,0.2594,-0.1302
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,205,Call,1.56,1.67,0.1892,0.2177,0.0219,-0.0425,0.2079,0.0542
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,205,Put,12.9,13.65,0.2062,-0.7722,0.0223,-0.0371,0.2165,-0.1333
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,210,Call,0.86,0.93,0.1924,0.1341,0.0158,-0.0315,0.1528,0.0335
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,210,Put,17.4,18.9,0.2468,-0.812,0.0168,-0.0397,0.1912,-0.1361
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,215,Call,0.49,0.54,0.1992,0.0824,0.0107,-0.0227,0.1075,0.0206
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,215,Put,21.4,24.05,0.264,-0.861,0.0134,-0.0339,0.162,-0.1291
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,220,Call,0.25,0.32,0.2044,0.0486,0.0069,-0.0154,0.0713,0.0122
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,220,Put,26.45,28.9,0.2988,-0.8781,0.0109,-0.035,0.1462,-0.1291
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,225,Call,0.18,0.23,0.2194,0.0343,0.0049,-0.0124,0.0538,0.0086
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,225,Put,31.1,34.35,0.3386,-0.8849,0.0092,-0.0384,0.1343,-0.1323
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,230,Call,0.12,0.15,0.2295,0.0228,0.0033,-0.0092,0.0383,0.0057
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,230,Put,36.1,39.25,0.3695,-0.8961,0.0079,-0.0389,0.1309,-0.1317
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,235,Call,0.08,0.12,0.2425,0.0166,0.0024,-0.0074,0.0293,0.0041
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,235,Put,41.1,44.3,0.4048,-0.901,0.007,-0.0413,0.1241,-0.1338
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,240,Call,0.05,0.12,0.259,0.0136,0.0019,-0.0066,0.0246,0.0034
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,240,Put,46.1,49.2,0.4322,-0.9092,0.0062,-0.0412,0.1161,-0.1329
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,245,Call,0.03,0.07,0.2623,0.0083,0.0012,-0.0043,0.016,0.002
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,245,Put,51.1,54,0.4533,-0.9193,0.0055,-0.0391,0.101,-0.129
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,250,Call,0.03,0.06,0.2784,0.0071,0.001,-0.004,0.0141,0.0018
2024-05-31 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,250,Put,56.1,58.9,0.4775,-0.9257,0.005,-0.0385,0.1001,-0.1272
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,135,Call,58.9,59.6,0.7672,0.9999,0.0003,-0.0728,0.0026,0.0404
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,135,Put,0.01,0.02,0.7672,-0.0025,0.0003,-0.0089,0.0026,-0.0001
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,140,Call,53.9,54.7,0.7071,0.9993,0.0003,-0.0745,0.0031,0.0419
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,140,Put,0.01,0.03,0.7071,-0.0031,0.0003,-0.0099,0.0031,-0.0001
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,145,Call,48.95,49.7,0.647,0.9986,0.0005,-0.0763,0.0038,0.0433
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,145,Put,0.01,0.46,0.647,-0.0038,0.0005,-0.0109,0.0038,-0.0002
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,150,Call,44,44.6,0.5869,0.9978,0.0006,-0.078,0.0045,0.0448
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,150,Put,0.01,0.03,0.5869,-0.0046,0.0006,-0.0119,0.0045,-0.0002
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,155,Call,38.95,39.7,0.5196,0.9972,0.0008,-0.0784,0.005,0.0463
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,155,Put,0.02,0.04,0.5196,-0.0052,0.0008,-0.0116,0.005,-0.0003
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,160,Call,34,34.7,0.4539,0.9965,0.0011,-0.0788,0.0056,0.0477
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,160,Put,0.02,0.04,0.4539,-0.0059,0.0011,-0.0113,0.0056,-0.0003
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,165,Call,29,29.75,0.4203,0.9913,0.002,-0.0862,0.0098,0.0489
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,165,Put,0.05,0.06,0.4203,-0.0111,0.002,-0.0179,0.0098,-0.0006
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,170,Call,24.1,24.65,0.3721,0.9851,0.0034,-0.0921,0.0144,0.0501
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,170,Put,0.07,0.09,0.3721,-0.0173,0.0034,-0.0231,0.0144,-0.001
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,175,Call,19.35,19.85,0.3465,0.965,0.007,-0.1102,0.0274,0.0504
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,175,Put,0.14,0.15,0.3337,-0.0323,0.0064,-0.0345,0.0243,-0.0019
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,177.5,Call,16.85,17.45,0.3222,0.9538,0.0093,-0.1163,0.0339,0.0504
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,177.5,Put,0.21,0.22,0.3193,-0.0472,0.0092,-0.0449,0.0343,-0.0026
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,182.5,Call,12.3,12.55,0.2937,0.9001,0.018,-0.1435,0.06,0.0487
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,182.5,Put,0.49,0.52,0.2952,-0.1044,0.0184,-0.0748,0.0615,-0.0057
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,187.5,Call,8,8.2,0.274,0.7869,0.0317,-0.1784,0.0984,0.0434
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,187.5,Put,1.17,1.22,0.2759,-0.2205,0.0325,-0.111,0.1012,-0.0115
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,190,Call,6.2,6.35,0.2729,0.6976,0.0382,-0.1958,0.1178,0.0388
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,190,Put,1.8,1.88,0.2714,-0.3097,0.0396,-0.1273,0.1199,-0.0157
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,195,Call,3.3,3.4,0.2686,0.4865,0.0442,-0.1988,0.1343,0.0273
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,195,Put,3.85,3.95,0.2629,-0.5312,0.0476,-0.1299,0.1331,-0.0239
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,197.5,Call,2.28,2.36,0.2687,0.3792,0.0422,-0.1836,0.1281,0.0214
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,197.5,Put,5.35,5.5,0.2639,-0.6464,0.0458,-0.1164,0.1231,-0.0263
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,202.5,Call,1,1.04,0.2728,0.203,0.0308,-0.1324,0.095,0.0115
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,202.5,Put,9,9.4,0.2595,-0.8518,0.0356,-0.0604,0.0785,-0.0224
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,205,Call,0.64,0.68,0.277,0.1417,0.0241,-0.1052,0.0755,0.008
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,205,Put,11.15,11.5,0.277,-0.9045,0.0284,-0.0447,0.0573,-0.0187
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,210,Call,0.29,0.3,0.2936,0.0691,0.0134,-0.0646,0.0447,0.0039
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,210,Put,15.7,16.3,0.2936,-0.99,0.0139,-0.0062,0.0123,-0.0016
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,212.5,Call,0.19,0.21,0.3026,0.0482,0.0098,-0.0498,0.0337,0.0027
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,212.5,Put,17.9,18.7,0.3026,-1,0.0013,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,220,Call,0.07,0.09,0.3395,0.0195,0.0041,-0.026,0.0159,0.0011
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,220,Put,25.35,26.35,0.3395,-1,0,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,225,Call,0.04,0.05,0.3619,0.011,0.0023,-0.0168,0.0097,0.0006
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,225,Put,30.65,31.35,0.3619,-1,0,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,230,Call,0.03,0.04,0.3964,0.008,0.0016,-0.014,0.0074,0.0004
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,230,Put,35.6,36.35,0.3964,-1,0,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,235,Call,0.01,0.04,0.4473,0.0082,0.0014,-0.0159,0.0075,0.0004
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,235,Put,40.7,41.4,0.4473,-1,0,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,240,Call,0.01,0.02,0.4776,0.0062,0.0011,-0.0133,0.0059,0.0003
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,240,Put,45.7,46.35,0.4776,-1,0,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,245,Call,0.01,0.46,0.508,0.005,0.0008,-0.0116,0.0048,0.0002
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,245,Put,50.7,51.35,0.508,-1,0,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,250,Call,0.01,0.02,0.5383,0.0041,0.0006,-0.0103,0.0041,0.0002
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-14 00:00:00 +0000 UTC,250,Put,55.7,56.35,0.5383,-1,0,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,135,Call,59.25,60,0.5698,0.9964,0.0005,-0.0456,0.0081,0.0913
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,135,Put,0.01,0.05,0.5698,-0.0056,0.0005,-0.009,0.0081,-0.0007
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,140,Call,54.3,54.95,0.4946,0.9977,0.0005,-0.0436,0.0066,0.0949
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,140,Put,0.02,0.04,0.4845,-0.0038,0.0004,-0.0054,0.0057,-0.0005
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,145,Call,49.3,50.05,0.4813,0.994,0.0009,-0.0484,0.0112,0.0978
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,145,Put,0.03,0.04,0.445,-0.0047,0.0006,-0.006,0.007,-0.0006
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,150,Call,44.35,45,0.4151,0.9951,0.0009,-0.0466,0.0098,0.1014
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,150,Put,0.04,0.05,0.4104,-0.0064,0.0008,-0.0072,0.0092,-0.0008
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,155,Call,39.4,40.15,0.4203,0.9856,0.0019,-0.0563,0.0208,0.1034
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,155,Put,0.06,0.07,0.3812,-0.0096,0.0013,-0.0095,0.0131,-0.0013
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,160,Call,34.45,35.2,0.3821,0.9803,0.0026,-0.0594,0.0264,0.1061
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,160,Put,0.08,0.1,0.3494,-0.014,0.002,-0.012,0.0181,-0.0019
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,165,Call,29.5,30.15,0.3241,0.9793,0.0032,-0.0577,0.0274,0.1094
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,165,Put,0.13,0.15,0.3226,-0.0223,0.0032,-0.0163,0.0269,-0.003
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,170,Call,24.65,25.25,0.3026,0.9627,0.0055,-0.066,0.0431,0.1106
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,170,Put,0.21,0.22,0.294,-0.0353,0.0052,-0.0217,0.0424,-0.0045
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,175,Call,19.95,20.3,0.2765,0.9373,0.009,-0.0749,0.0641,0.1105
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,175,Put,0.35,0.37,0.2683,-0.0598,0.0088,-0.0297,0.0616,-0.0075
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,180,Call,15.35,15.65,0.2592,0.8864,0.0148,-0.0891,0.0988,0.1069
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,180,Put,0.65,0.67,0.2476,-0.1068,0.0148,-0.0418,0.0969,-0.0132
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,185,Call,11,11.2,0.2379,0.8067,0.0229,-0.1015,0.14,0.0993
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,185,Put,1.24,1.31,0.2312,-0.1926,0.0237,-0.0563,0.1395,-0.0231
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,190,Call,7.2,7.35,0.2244,0.6762,0.0317,-0.1116,0.1828,0.0847
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,190,Put,2.43,2.53,0.2204,-0.3314,0.0335,-0.0683,0.1826,-0.0375
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,195,Call,4.3,4.4,0.2197,0.5051,0.0359,-0.1112,0.2026,0.064
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,195,Put,4.5,4.65,0.2149,-0.5146,0.039,-0.0686,0.2002,-0.0523
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,200,Call,2.34,2.4,0.219,0.3336,0.0328,-0.0956,0.1845,0.0426
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,200,Put,7.2,7.8,0.2023,-0.7179,0.0389,-0.0483,0.1697,-0.0569
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,205,Call,1.17,1.23,0.2216,0.1975,0.0247,-0.0712,0.1409,0.0253
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,205,Put,11.45,12,0.217,-0.859,0.0294,-0.0305,0.1138,-0.0467
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,210,Call,0.58,0.62,0.2285,0.11,0.0162,-0.0484,0.0953,0.0141
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,210,Put,15.8,16.55,0.2285,-0.956,0.0213,-0.0113,0.0477,-0.0214
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,215,Call,0.3,0.32,0.2387,0.0608,0.0099,-0.0318,0.061,0.0078
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,215,Put,20.2,21.3,0.2387,-1,0.0015,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,220,Call,0.17,0.18,0.2525,0.0353,0.006,-0.0215,0.0394,0.0045
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,220,Put,25.7,26.4,0.2525,-1,0,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,225,Call,0.1,0.11,0.2673,0.0214,0.0037,-0.0148,0.026,0.0027
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,225,Put,30.7,31.3,0.2673,-1,0,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,230,Call,0.07,0.08,0.2871,0.0149,0.0025,-0.0116,0.019,0.0019
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,230,Put,35.7,36.35,0.2871,-1,0,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,235,Call,0.04,0.06,0.3024,0.0098,0.0017,-0.0085,0.0133,0.0012
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,235,Put,40.7,41.3,0.3024,-1,0,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,240,Call,0.02,0.05,0.318,0.0068,0.0011,-0.0064,0.0096,0.0008
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,240,Put,45.6,46.4,0.318,-1,0,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,245,Call,0.02,0.05,0.3453,0.0063,0.001,-0.0065,0.009,0.0008
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,245,Put,50.6,51.4,0.3453,-1,0,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,250,Call,0.01,0.03,0.3656,0.0052,0.0008,-0.0058,0.0076,0.0006
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-06-28 00:00:00 +0000 UTC,250,Put,55.7,56.35,0.3656,-1,0,0,0,0
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,135,Call,59.85,60.95,0.5618,0.9768,0.0015,-0.053,0.0407,0.1622
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,135,Put,0.05,0.06,0.4236,-0.0056,0.0005,-0.0048,0.011,-0.0014
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,140,Call,54.9,55.45,0.4354,0.9894,0.0011,-0.0401,0.0226,0.1719
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,140,Put,0.06,0.07,0.3937,-0.007,0.0007,-0.0054,0.0134,-0.0018
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,145,Call,49.9,50.6,0.4102,0.9852,0.0014,-0.0429,0.0289,0.1771
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,145,Put,0.09,0.1,0.3742,-0.0104,0.001,-0.0073,0.0189,-0.0026
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,150,Call,44.95,45.65,0.3744,0.9823,0.0018,-0.0441,0.0332,0.1826
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,150,Put,0.1,0.11,0.341,-0.0124,0.0013,-0.0077,0.0221,-0.0031
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,155,Call,40,41.2,0.3895,0.9616,0.0032,-0.0559,0.06,0.1835
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,155,Put,0.14,0.15,0.3184,-0.0176,0.0019,-0.0096,0.0299,-0.0044
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,160,Call,35.1,35.65,0.2965,0.9767,0.0029,-0.045,0.0408,0.1937
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,160,Put,0.18,0.2,0.2928,-0.0241,0.0028,-0.0115,0.0413,-0.0057
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,165,Call,30.3,30.8,0.2838,0.9602,0.0045,-0.0509,0.0616,0.1958
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,165,Put,0.27,0.28,0.2712,-0.0357,0.0042,-0.0146,0.0555,-0.0084
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,170,Call,25.5,26.1,0.2697,0.9356,0.0069,-0.0577,0.0888,0.1958
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,170,Put,0.4,0.42,0.2506,-0.0543,0.0064,-0.0186,0.0776,-0.0126
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,175,Call,20.85,21.3,0.2472,0.9053,0.01,-0.0629,0.1179,0.1944
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,175,Put,0.63,0.65,0.2318,-0.0849,0.0098,-0.0239,0.1106,-0.0194
2024-06-03 00:00:00 +0000 UTC,AAPL,2024-07-19 00:00:00 +0000 UTC,180,Call,16.4,16.6,0.2263,0.8579,0.0146,-0.0686,0.1562,0.1885
