date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2024-03-22 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,195,Call,0.86,0.9,0.2403,0.1158,0.012,-0.031,0.1314,0.0292
2024-03-22 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,195,Put,22.55,23.25,0.2451,-0.928,0.0156,-0.0111,0.0947,-0.068
2024-03-22 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,200,Call,0.57,0.58,0.2487,0.0788,0.0087,-0.0239,0.0991,0.0199
2024-03-22 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,200,Put,27.25,28.25,0.2558,-0.9721,0.0118,-0.004,0.0472,-0.0293
2024-03-22 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,205,Call,0.35,0.38,0.255,0.0523,0.0062,-0.0176,0.072,0.0132
2024-03-22 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,205,Put,32.3,33.15,0.2789,-0.9874,0.0082,-0.003,0.0277,-0.0069
2024-03-22 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,210,Call,0.23,0.26,0.2636,0.0359,0.0044,-0.0134,0.0532,0.0091
2024-03-22 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,210,Put,37.25,38.4,0.3365,-0.9587,0.0086,-0.0097,0.0609,-0.0553
2024-03-22 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,215,Call,0.17,0.19,0.2754,0.0264,0.0033,-0.0107,0.0412,0.0067
2024-03-22 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,215,Put,42.25,43.45,0.3721,-0.957,0.0074,-0.0111,0.0616,-0.0601
2024-03-22 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,220,Call,0.12,0.14,0.2853,0.0192,0.0024,-0.0084,0.0315,0.0048
2024-03-22 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,220,Put,47.2,48.45,0.397,-0.9641,0.0066,-0.0107,0.053,-0.0557
2024-03-22 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,225,Call,0.09,0.1,0.2948,0.014,0.0018,-0.0067,0.0241,0.0035
2024-03-22 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,225,Put,52.25,53.45,0.431,-0.962,0.0058,-0.0121,0.0565,-0.0611
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,120,Call,50.8,51.5,0.9211,0.9892,0.001,-0.0525,0.0083,0.0354
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,120,Put,0,0.02,0.7578,-0.0028,0.0003,-0.0088,0.0025,-0.0001
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,125,Call,45.8,46.5,0.8175,0.9888,0.0012,-0.0504,0.0086,0.0369
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,125,Put,0.01,0.01,0.8175,-0.0111,0.0012,-0.032,0.0086,-0.0006
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,130,Call,40.8,41.55,0.7434,0.9859,0.0016,-0.0547,0.0106,0.0383
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,130,Put,0.01,0.02,0.6001,-0.0035,0.0005,-0.0085,0.0031,-0.0001
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,135,Call,35.8,36.5,0.6222,0.9877,0.0017,-0.0462,0.0094,0.0399
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,135,Put,0.01,0.03,0.5491,-0.0056,0.0009,-0.0117,0.0047,-0.0002
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,140,Call,30.85,31.55,0.5722,0.9808,0.0027,-0.0561,0.0138,0.041
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,140,Put,0.02,0.04,0.473,-0.0064,0.0012,-0.0113,0.0053,-0.0003
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,145,Call,25.9,26.6,0.5096,0.9724,0.0041,-0.0642,0.0188,0.0421
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,145,Put,0.03,0.05,0.4132,-0.0094,0.002,-0.0139,0.0075,-0.0005
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,149,Call,22.1,22.6,0.4771,0.9566,0.0064,-0.0799,0.0272,0.0424
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,149,Put,0.05,0.07,0.3731,-0.0149,0.0034,-0.0186,0.0112,-0.0007
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,155,Call,16.1,16.5,0.3447,0.9539,0.0094,-0.0665,0.0286,0.0441
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,155,Put,0.09,0.11,0.3036,-0.0283,0.0072,-0.0258,0.0192,-0.0014
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,157.5,Call,13.65,14,0.3056,0.9442,0.0124,-0.0681,0.0333,0.0444
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,157.5,Put,0.12,0.14,0.275,-0.0389,0.0103,-0.0302,0.025,-0.002
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,160,Call,11.25,11.55,0.2766,0.9228,0.0176,-0.0755,0.0428,0.044
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,160,Put,0.18,0.2,0.2508,-0.0585,0.0157,-0.038,0.0346,-0.003
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,165,Call,6.7,6.85,0.2302,0.8245,0.0378,-0.0999,0.0765,0.0403
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,165,Put,0.52,0.55,0.2132,-0.1584,0.0385,-0.0659,0.0722,-0.0076
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,167.5,Call,4.7,4.8,0.2169,0.7217,0.0521,-0.1157,0.0995,0.0357
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,167.5,Put,1,1.03,0.2046,-0.2693,0.055,-0.0851,0.0983,-0.0125
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,170,Call,3.05,3.1,0.2096,0.5792,0.0629,-0.1247,0.1159,0.0288
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,170,Put,1.86,1.88,0.2013,-0.4224,0.0667,-0.0971,0.1158,-0.0187
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,175,Call,1,1.02,0.2072,0.2727,0.0541,-0.0995,0.0985,0.0137
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,175,Put,4.7,4.85,0.1907,-0.7591,0.0594,-0.0666,0.0926,-0.026
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,177.5,Call,0.51,0.54,0.21,0.1623,0.0394,-0.0735,0.0728,0.0081
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,177.5,Put,6.65,7.1,0.1945,-0.8769,0.0422,-0.0408,0.062,-0.0225
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,180,Call,0.26,0.27,0.2151,0.0908,0.0256,-0.0496,0.0484,0.0045
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,180,Put,9,9.45,0.2078,-0.9409,0.0278,-0.023,0.036,-0.0161
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,185,Call,0.07,0.08,0.2336,0.0285,0.0094,-0.0212,0.0193,0.0014
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,185,Put,14.05,14.4,0.2881,-0.9557,0.0158,-0.0264,0.0292,-0.016
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,187.5,Call,0.04,0.05,0.2467,0.0173,0.0058,-0.0146,0.0126,0.0008
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,187.5,Put,16.3,16.9,0.2467,-1,0,0,0,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,192.5,Call,0.02,0.03,0.2837,0.009,0.0028,-0.0095,0.0072,0.0004
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,192.5,Put,21.3,21.9,0.2837,-1,0,0,0,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,197.5,Call,0.01,0.02,0.3284,0.0064,0.0018,-0.0081,0.0053,0.0003
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,197.5,Put,26.3,26.9,0.3284,-1,0,0,0,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,200,Call,0.01,0.02,0.3536,0.006,0.0016,-0.0083,0.005,0.0003
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,200,Put,28.8,29.4,0.3536,-1,0,0,0,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,205,Call,0.01,0.01,0.402,0.0053,0.0012,-0.0084,0.0045,0.0002
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,205,Put,33.8,34.45,0.402,-1,0,0,0,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,210,Call,0,0.01,0.4262,0.0031,0.0007,-0.0055,0.0028,0.0001
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,210,Put,38.8,39.4,0.4262,-1,0,0,0,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,215,Call,0,0.01,0.4262,0.0011,0.0003,-0.0022,0.0011,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,215,Put,43.8,44.45,0.4262,-1,0,0,0,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,220,Call,0,0.01,0.4262,0.0003,0.0001,-0.0008,0.0004,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-05 00:00:00 +0000 UTC,220,Put,48.8,49.4,0.4262,-1,0,0,0,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,120,Call,50.95,51.9,0.6342,0.9872,0.0011,-0.0359,0.0147,0.0802
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,120,Put,0.02,0.04,0.5273,-0.0039,0.0004,-0.0054,0.0052,-0.0004
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,125,Call,46,46.9,0.5739,0.9853,0.0014,-0.037,0.0165,0.0834
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,125,Put,0.03,0.05,0.4878,-0.0055,0.0007,-0.0067,0.007,-0.0006
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,130,Call,41.05,41.95,0.5274,0.981,0.0019,-0.0404,0.0206,0.0863
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,130,Put,0.06,0.07,0.4597,-0.009,0.0011,-0.0098,0.0109,-0.0011
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,135,Call,36.1,37,0.4779,0.9758,0.0026,-0.0434,0.0253,0.0891
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,135,Put,0.08,0.09,0.4187,-0.0126,0.0017,-0.0118,0.0145,-0.0015
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,140,Call,31.15,32,0.4177,0.9719,0.0034,-0.0439,0.0287,0.092
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,140,Put,0.11,0.12,0.379,-0.0181,0.0026,-0.0146,0.0198,-0.0021
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,145,Call,26.5,26.85,0.379,0.9591,0.0051,-0.0499,0.0391,0.0939
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,145,Put,0.15,0.16,0.3381,-0.0261,0.004,-0.0176,0.0271,-0.0031
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,150,Call,21.65,21.95,0.3372,0.9407,0.0078,-0.056,0.0527,0.0951
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,150,Put,0.21,0.23,0.2983,-0.0396,0.0064,-0.0218,0.0393,-0.0045
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,155,Call,16.75,17.05,0.2833,0.9192,0.0118,-0.0586,0.0669,0.0959
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,155,Put,0.32,0.35,0.2598,-0.0642,0.0108,-0.0276,0.0583,-0.0072
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,157.5,Call,14.4,14.6,0.2608,0.8998,0.015,-0.0615,0.0785,0.0953
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,157.5,Put,0.43,0.45,0.243,-0.0857,0.0145,-0.032,0.0727,-0.0095
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,160,Call,12.15,12.25,0.2457,0.8665,0.0196,-0.0674,0.0963,0.093
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,160,Put,0.62,0.64,0.2311,-0.1205,0.0195,-0.0387,0.0932,-0.0132
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,165,Call,7.9,8.05,0.2247,0.7532,0.0314,-0.0812,0.141,0.0826
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,165,Put,1.36,1.42,0.2145,-0.2402,0.0329,-0.0542,0.1393,-0.0254
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,167.5,Call,6.1,6.2,0.2182,0.67,0.0371,-0.0866,0.1618,0.0741
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,167.5,Put,2.04,2.08,0.2088,-0.3286,0.0394,-0.0602,0.1622,-0.0337
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,170,Call,4.5,4.6,0.2121,0.573,0.0413,-0.0881,0.1753,0.0639
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,170,Put,2.97,3,0.2047,-0.4327,0.0442,-0.0627,0.1759,-0.0424
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,175,Call,2.2,2.24,0.2061,0.3632,0.0407,-0.078,0.1677,0.0409
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,175,Put,5.6,5.75,0.1968,-0.6608,0.0448,-0.0519,0.1636,-0.0549
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,177.5,Call,1.45,1.5,0.2057,0.2695,0.0359,-0.0673,0.1477,0.0305
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,177.5,Put,7.15,7.75,0.1935,-0.7684,0.0403,-0.0398,0.1352,-0.0543
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,180,Call,0.93,0.96,0.2057,0.1911,0.0296,-0.0547,0.1217,0.0217
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,180,Put,9.4,9.55,0.1898,-0.8632,0.0338,-0.0254,0.097,-0.0457
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,185,Call,0.38,0.4,0.2124,0.0905,0.0171,-0.0332,0.0729,0.0103
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,185,Put,13.75,14.2,0.2124,-0.951,0.0208,-0.0115,0.0471,-0.0248
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,187.5,Call,0.24,0.26,0.2168,0.061,0.0124,-0.0249,0.0539,0.0069
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,187.5,Put,16.25,16.9,0.2168,-0.9871,0.0138,-0.0036,0.0185,-0.0055
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,192.5,Call,0.12,0.13,0.2336,0.0313,0.0067,-0.0155,0.0315,0.0035
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,192.5,Put,21.2,22.05,0.2336,-1,0,0,0,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,197.5,Call,0.06,0.08,0.2522,0.0175,0.0038,-0.0102,0.0193,0.002
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,197.5,Put,26.2,27,0.2522,-1,0,0,0,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,200,Call,0.06,0.07,0.2684,0.0155,0.0032,-0.0097,0.0174,0.0017
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,200,Put,28.7,29.5,0.2684,-1,0,0,0,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,205,Call,0.04,0.05,0.2905,0.0104,0.0021,-0.0074,0.0123,0.0011
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,205,Put,33.75,34.55,0.2905,-1,0,0,0,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,210,Call,0.03,0.04,0.3145,0.0077,0.0015,-0.0061,0.0095,0.0008
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,210,Put,38.7,39.5,0.3145,-1,0,0,0,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,215,Call,0.02,0.03,0.3334,0.0054,0.001,-0.0047,0.0069,0.0006
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,215,Put,43.7,44.5,0.3334,-1,0,0,0,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,220,Call,0.02,0.03,0.363,0.005,0.0008,-0.0048,0.0064,0.0005
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-04-19 00:00:00 +0000 UTC,220,Put,48.75,49.5,0.363,-1,0,0,0,0
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,120,Call,51.3,52.6,0.5095,0.9755,0.0017,-0.035,0.0394,0.1416
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,120,Put,0.11,0.13,0.4324,-0.0117,0.001,-0.0078,0.0199,-0.003
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,125,Call,46.35,47.45,0.4371,0.9781,0.0018,-0.0318,0.035,0.1479
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,125,Put,0.15,0.17,0.4054,-0.0161,0.0015,-0.0095,0.0261,-0.0042
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,130,Call,41.85,42.4,0.4332,0.9632,0.0028,-0.0395,0.0523,0.1525
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,130,Put,0.21,0.22,0.3791,-0.0222,0.0021,-0.0117,0.0345,-0.0058
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,135,Call,36.9,37.5,0.3914,0.9563,0.0036,-0.041,0.062,0.1574
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,135,Put,0.28,0.29,0.3517,-0.0305,0.003,-0.0141,0.0449,-0.0079
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,140,Call,32.15,32.6,0.3625,0.9415,0.005,-0.0451,0.0762,0.1617
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,140,Put,0.39,0.42,0.3285,-0.044,0.0043,-0.0176,0.0635,-0.0107
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,145,Call,27.35,27.75,0.3288,0.924,0.0067,-0.0482,0.099,0.1655
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,145,Put,0.56,0.61,0.3061,-0.0643,0.0063,-0.022,0.087,-0.0156
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,150,Call,22.7,23,0.3015,0.8948,0.0093,-0.053,0.1225,0.1675
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,150,Put,0.85,0.88,0.2849,-0.0951,0.0092,-0.0272,0.1148,-0.0229
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,155,Call,18.35,18.5,0.2849,0.8447,0.0129,-0.0605,0.1602,0.1679
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,155,Put,1.33,1.38,0.2684,-0.1444,0.0131,-0.0339,0.1472,-0.0346
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,160,Call,14.2,14.35,0.2694,0.7749,0.0172,-0.0672,0.1924,0.1627
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,160,Put,2.17,2.21,0.2569,-0.2186,0.0178,-0.0411,0.1927,-0.0516
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,165,Call,10.5,10.65,0.2578,0.6808,0.0214,-0.0723,0.2319,0.1495
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,165,Put,3.4,3.5,0.2464,-0.3174,0.0225,-0.0461,0.2321,-0.0729
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,170,Call,7.4,7.5,0.2493,0.5665,0.0243,-0.0735,0.2559,0.1286
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,170,Put,5.25,5.4,0.2394,-0.439,0.0259,-0.0475,0.2558,-0.0963
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,175,Call,4.95,5.05,0.2444,0.4432,0.0249,-0.0698,0.2583,0.1029
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,175,Put,7.75,7.9,0.2323,-0.5729,0.0273,-0.0432,0.256,-0.1155
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,180,Call,3.15,3.2,0.2408,0.3249,0.023,-0.061,0.2383,0.0766
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,180,Put,10.95,11.15,0.2276,-0.7054,0.0259,-0.0342,0.221,-0.1223
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,185,Call,1.91,1.96,0.2395,0.2248,0.0192,-0.0494,0.1948,0.0528
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,185,Put,14.35,15.2,0.2153,-0.8384,0.0232,-0.0197,0.1606,-0.1018
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,190,Call,1.12,1.2,0.2411,0.149,0.0148,-0.0379,0.1509,0.0352
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,190,Put,18.7,19.7,0.2045,-0.9564,0.0194,-0.0055,0.0628,-0.0345
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,195,Call,0.68,0.71,0.2448,0.0964,0.0107,-0.028,0.1111,0.0228
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,195,Put,23.35,24.75,0.2448,-0.9567,0.0145,-0.007,0.0604,-0.0415
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,200,Call,0.42,0.44,0.2512,0.0629,0.0075,-0.0205,0.0803,0.0149
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,200,Put,28.4,29.65,0.2512,-0.9968,0.0048,0,0.0052,-0.0002
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,205,Call,0.28,0.29,0.2608,0.0427,0.0053,-0.0155,0.0591,0.0101
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,205,Put,33.6,34.8,0.3095,-0.9694,0.0095,-0.0069,0.0462,-0.0345
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,210,Call,0.19,0.2,0.2708,0.0296,0.0038,-0.0119,0.0438,0.007
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,210,Put,38.6,39.8,0.3416,-0.9718,0.008,-0.0072,0.0451,-0.0345
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,215,Call,0.14,0.15,0.2834,0.0219,0.0028,-0.0096,0.034,0.0052
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,215,Put,43.4,44.7,0.2834,-1,0,0,0,-0.0002
2024-03-25 00:00:00 +0000 UTC,AAPL,2024-05-17 00:00:00 +0000 UTC,220,Call,0.1,0.11,0.2938,0.0159,0.002,-0.0075,0.0259,0.0038
